movie_title,movie_type,movie_content,movie_img,movie_open_date,movie_rating,movie_runtime,movie_actor,movie_director,movie_country,movie_seq
뜨거운 피,"범죄, 드라마","부산 변두리 작은 포구 '구암'의 절대적인 주인 '손영감’(김갑수),
 그의 밑에서 수년간 수족으로 일해온 '희수'(정우)는
 무엇 하나 이뤄낸 것 없이, 큰돈 한번 만져보지 못한 채 반복되는 건달 짓이 지긋지긋하다.
 
 1993년, 범죄와의 전쟁 이후 새로운 구역을 집어삼키기 위해 물색중인 영도파 건달들은
 아무도 관심 갖지 않는 ‘구암’에 눈독을 들이고,
 영도파 에이스이자 ‘희수’의 오랜 친구 '철진'(지승현)이 '희수'에게 은밀히 접근한다.
 
 새로운 삶을 시작하려는 ‘희수’는 갈등하고,
 조용하던 ‘구암’을 차지하려는 밑바닥 건달들의 치열한 생존 싸움이 시작되는데...
 
 더 이상 물러날 곳도 도망칠 곳도 없다.
 누구든 망설이는 놈이 진다!",뜨거운 피.jpg,2022.03.23,7.29,120분,"정우(희수), 김갑수(손영감)",천명관,대한민국,33
배드 가이즈,"애니메이션, 범죄, 액션","작전 설계부터 금고 해제, 해킹, 액션, 위장까지
 완벽한 팀플레이를 펼치는 자타공인 최고의 나쁜 녀석들이 한순간의 실수로 체포된다.
 
 하지만 그들도 착해질 수 있다는 ‘마멀레이드 박사’의 주장으로
 나쁜 녀석들은 바른 생활 갓생 프로젝트에 투입되고,
 이들은 다시 한번 자유의 몸을 위해 태어나 처음으로 바른 생활에 도전하게 되는데…
 
 나쁜 녀석들의 사상 초유 바른 생활 갓생 프로젝트가 시작된다!",배드 가이즈.jpg,2022.05.04,8.66,100분,"샘 록웰, 마크 마론, 크레이그 로빈슨",피에르 페리펠,미국,34
버즈 라이트이어,"애니메이션, 액션, 모험","미션 #1
 나, 버즈 라이트이어.
 인류 구원에 필요한 자원을 감지하고 현재 수많은 과학자들과 미지의 행성으로 향하고 있다.
 이번 미션은 인류의 역사를 새롭게 쓸 것이라 확신한다.
 
 미션 #2
 잘못된 신호였다.
 이곳은 삭막하고 거대한 외계 생물만이 살고 있는 폐허의 땅이다.
 나의 실수로 모두가 이곳에 고립되고 말았다.
 모두를 구하기 위해서 모든 것을 제자리에 돌려 놔야 한다.
 
 미션 #3
 실수를 바로잡기 위한 탈출 미션을 위해 1년의 준비를 마쳤다.
 어쩌다 한 팀이 된 정예 부대와 이 미션을 수행할 예정이다.
 우주를 집어삼킬 ‘저그’와 대규모 로봇 군사의 위협이 계속되지만
 나는 절대 포기할 수 없다.
 그런데… 여긴 또 어디지? 시간 속에 갇힌 건가?",버즈 라이트이어.jpg,2022.06.15,7.36,105분,"크리스 에반스(버즈 라이트이어), 타이카 와이티티, 피터 손",앤거스 맥클레인,미국,35
수퍼 소닉2,"애니메이션, 액션, 모험, 코미디, 가족, 판타지, SF","도시의 악당들을 물리치며 바쁘게 지구를 지키고 있는 초특급 히어로 ‘소닉’.
 버섯 행성으로 쫓겨나 ‘소닉’에게 복수를 계획하던 천재 악당 ‘로보트닉’은 엄청난 힘을 지닌 신비의 에메랄드를 차지해 세상을 지배할 야망을 꿈꾸며 지구로 돌아온다! 최강 파워로 업그레이드된 ‘로보트닉’과 강력한 펀치 파워 ‘너클즈’의 공격에 속수무책으로 당하던 ‘소닉’은 하늘을 나는 꼬리를 가진 귀여운 파트너 ‘테일즈’의 도움으로 위기를 모면하게 되는데…
 
 초특급 히어로 소닉과 테일즈 VS 너클즈와 천재 악당 로보트닉
 새로운 질서로 세계를 정복하려는 최강 빌런에 맞선 거대한 대결이 시작된다",수퍼 소닉2.jpg,2022.04.06,8.23,122분,"제임스 마스던, 짐 캐리, 벤 슈와츠",제프 파울러,"미국 , 캐나다",36
DC 리그 오브 슈퍼-펫,"애니메이션, 액션, 모험","하룻강아지 시절, 슈퍼맨과 함께 크립톤 행성에서 지구로 오게 된 슈퍼독 ‘크립토’
 환상의 콤비 슈퍼맨과 힘을 합쳐 메트로폴리스를 지키며 평화로운 일상을 보내던 어느 날,
 악당 ‘렉스 루터’와 기니피그 ‘룰루’의 계략으로
 슈퍼맨과 저스티스 리그의 슈퍼 히어로들이 위험에 처한다.
 
 절체절명의 순간에 초능력을 잃어버리고만 ‘크립토’는
 보호소에 떨어진 크립토나이트의 힘으로 어쩌다 슈퍼 펫이 된 유기동물
 철벽방어 댕댕이 ‘에이스’, 위대한 꿀꿀이 ‘피비’, 초고속 거북이 ‘머튼’, 썬더볼트 다람쥐 ‘칩’에게 도움을 요청하는데…
 ‘크립토’와 어딘가 어설픈 슈퍼 펫 친구들은 저스티스 리그 멤버들을 구할 수 있을까?
 
 슈퍼 히어로 지키는 슈퍼 펫 군단의 파워 댕댕 어드벤처가 온다!",DC 리그 오브 슈퍼-펫.jpg,2022.08.10,7.77,105분,"드웨인 존슨, 케빈 하트, 키아누 리브스","자레드 스턴, 샘 J. 레빈",미국,37
나일 강의 죽음,"범죄, 드라마, 미스터리","행복한 신혼부부를 태운 나일 강의 초호화 여객선
 그곳에서 끔찍한 살인 사건이 벌어진다.
 
 위태롭고 불길한 분위기의 선상에서 탑승객들을 심문하는 탐정 ‘에르큘 포와로’
 모두가 범인으로 의심되는 가운데,
 연이어 발생한 살인 사건은 그의 영혼을 송두리째 뒤흔들고,
 관객은 마지막 순간까지 예기치 못한 반전으로 놀라운 결말에 이르게 된다.",나일 강의 죽음.jpg,2022.02.09,7.39,126분,케네스 브래너,케네스 브래너,"미국 , 영국",38
극장판 헬로카봇: 수상한 마술단의 비밀,애니메이션,"할아버지 댁으로 휴가를 떠난 차탄과 가족들!
 그곳에서 만난 매력만점의 새로운 친구 ‘삼순’과 함께 즐거운 시간을 보낸다.
 
 그때, 할아버지가 키운 명품 수박들이 사라지는 사건이 일어나고
 범인은 바로 마을에 자리 잡은 수상한 마술단?
 그들이 노리는 것은 바로 수박 에너지!
 
 지구 정복을 노리는 수상한 마술단에 맞서
 차탄과 카봇 그리고 새로운 친구 ‘삼순’은
 초특급 한판 승부를 벌이게 되는데…!
 
 전설의 펜타스톰X와 함께
 더 강력하게! 더 화려하게 돌아왔다!",극장판 헬로카봇 수상한 마술단의 비밀.jpg,2022.09.28,8.4,79분,[국내] 전체 관람가,"최신규, 이슬기, 정승원",대한민국,39
문폴,"액션, 드라마, 스릴러, SF, 모험","궤도를 이탈한 달이 지구를 향해 떨어지기 시작하면서 지구의 중력과 모든 물리적인 법칙이 붕괴된다.
 거대한 해일과 지진, 화산폭발, 쓰나미와 이상기후까지 상상조차 불가능했던 모든 재난으로 전 세계는 공포와 혼란에 빠진다.
 달과 충돌까지 남은 시간은 단 30일. NASA 연구원 ‘파울러’(할리 베리), 전직 우주 비행사 ‘브라이언’(패트릭 윌슨),
 그리고 우주 덕후 ‘KC’(존 브래들리)는 달을 막을 방법을 찾기 위해 마지막 우주선에 오른다.
 
 인류 멸망 D-30일, 추락하는 달을 반드시 멈춰야 한다",문폴.jpg,2022.03.16,5.07,130분,"할리 베리, 패트릭 윌슨, 존 브래들리",롤랜드 에머리히,미국,40
오펀: 천사의 탄생,"공포, 스릴러","엄청난 비밀을 숨긴 사이코패스가 에스토니아의 정신병동을 탈출, 부유한 가족의 실종된 딸 ‘에스더’로 사칭해 미국에 온다. 재회의 기쁨도 잠시, 어딘지 낯선 딸의 정체를 눈치챈 엄마는 가족을 지키기 위해 에스더와 맞서는데... 누구도 상상 못한 충격적인 반전이 기다린다!",오펀 천사의 탄생.jpg,2022.10.12,6.46,98분,"이사벨 퍼만, 줄리아 스타일스",윌리엄 브렌트 벨,미국,41
앵커,스릴러,"생방송 5분 전, 방송국 간판 앵커 ‘세라’(천우희)에게
 자신이 살해될 것이라며 죽음을 예고하는 제보전화가 걸려온다.
 장난전화로 치부하기에는 찝찝한 마음을 감출 수 없는 ‘세라’.
 진짜 앵커가 될 기회라는 엄마 ‘소정’(이혜영)의 말에
 ‘세라’는 제보자의 집으로 향하고 제보자인 ‘미소’와 그녀의 딸의 시체를 목격한다.
 
 그날 이후, ‘세라’의 눈앞에 죽은 ‘미소’의 모습이 자꾸만 떠오르기 시작한다.
 사건 현장에서 미소의 주치의였던 정신과 의사 ‘인호’(신하균)를 마주하게 되며
 그에 대한 ‘세라’의 의심 또한 깊어지는데…
 
 완벽했던 앵커를 뒤흔들 충격적인 진실을 확인하라!",앵커.jpg,2022.04.20,7.08,111분,"천우희(정세라), 신하균(최인호), 이혜영(이소정)",정지연,대한민국,42
공기살인,드라마,"봄이 되면 나타났다 여름이 되면 사라지는 죽음의 병.
 공기를 타고 대한민국에 죽음을 몰고 온 살인무기의 실체를 밝히기 위한 그들의 사투.
 증발된 범인, 피해자는 증발되지 않았다!",공기살인.jpg,2022.04.22,8.54,108분,"김상경(정태훈), 이선빈(한영주), 윤경호(서우식)",조용선,대한민국,43
극장판 엉덩이 탐정: 수플레 섬의 비밀,"애니메이션, 가족, 코미디","1년 내내 바람이 부는 ‘수플레 섬’에 괴도 유의 예고장이 도착했다!
 그의 목표는 섬의 보물인 ‘바람의 길잡이’!
 
 엉덩이 탐정과 브라운, 견공 경찰서 일행은 ‘수플레 섬’에 방문해 ‘루루’를 만난다.
 늘 바깥 세상을 동경하는 ‘루루’는 하늘을 자유자재로 누비는 특별한 능력을 가지고 있다.
 
 예고된 보름달이 뜨는 밤, 엉덩이 탐정 일행은 ‘바람의 길잡이’를 지키기 위해 나서는데…
 엉덩이 탐정의 명추리가 빛나는 순간, 섬에 숨겨져 있던 비밀이 밝혀진다!",극장판 엉덩이 탐정 수플레 섬의 비밀.jpg,2022.05.05,6.72,59분,[국내] 전체 관람가,자코 아키후미,일본,44
불릿 트레인,액션,"운이 없기로 유명한 킬러 '레이디버그’(브래드 피트)는 초고속 열차에 탑승해
 의문의 서류 가방을 가져오라는 미션을 받는다. 생각보다 쉽게 미션을 클리어한 후 열차에서
 내리려는 그를 가로막는 것이 있었으니, 그것은 바로 전세계에서 몰려든 초특급 킬러들!
 열차에서 내릴 수 없다면 목숨을 걸고 가방을 지켜야만 한다.
 과연 '레이디버그'는 무사히 열차에서 내려 미션을 완수할 수 있을까?
 
 누구도 멈출 수 없는 논스톱 액션 블록버스터 <불릿 트레인>에 탑승하라!",불릿 트레인.jpg,2022.08.24,6.96,126분,"브래드 피트, 조이 킹, 애런 존슨",데이빗 레이치,미국,45
하우스 오브 구찌,"스릴러, 드라마, 범죄","처음부터 사랑에 빠졌던 그 이름 구찌
 내 것이 될수록 더욱 갖고 싶었던 이름
 누구에게도 뺏길 수 없었던 그 이름
 구찌를 갖기 위해 구찌를 죽이기로 했다.",하우스 오브 구찌.jpg,2022.01.12,7.88,158분,"레이디 가가, 아담 드라이버, 자레드 레토",리들리 스콧,미국,46
웨스트 사이드 스토리,"드라마, 뮤지컬","“예전과는 다르게 살고 싶어”
 뉴욕 변두리를 장악한 제트파의 일원 ‘토니’(안셀 엘고트)는
 어두운 과거를 뒤로하고 새로운 삶을 시작하려 한다.
 
 “나도 멋지게 내 인생 살아보고 싶어”
 제트파의 라이벌 샤크파의 리더 ‘베르나르도’의 동생 ‘마리아’(레이첼 지글러)는
 고향인 푸에르토리코를 떠나 정착한 뉴욕에서 새로운 삶에 대한 희망에 부풀고
 오빠의 그늘에서 벗어나 자신만의 인생을 찾고자 한다.
 
 “널 본 순간 다른 건 무의미해졌어”
 무도회에서 우연히 만나 첫눈에 사랑에 빠진 마리아와 토니.
 하지만 뉴욕의 웨스트 사이드를 차지하기 위한 샤크파와 제트파의 갈등은 점차 깊어지고
 ‘마리아’와 ‘토니’는 자신들의 환경을 벗어나 새로운 삶을 함께 하기로 하는데…
 
 새로운 세상을 꿈꾸는 모두를 위한 이야기가 시작된다.",웨스트 사이드 스토리.jpg,2022.01.12,6.31,156분,"안셀 엘고트(토니), 레이첼 지글러(마리아), 아리아나 데보스(아니타)",스티븐 스필버그,미국,47
극장판 안녕 자두야: 제주도의 비밀,애니메이션,"‘자두’는 제주도 가족여행에서 만난
 엄친딸 제주 소녀 ‘전복’이가 못마땅하다.
 게다가 ‘윤석’이를 바라보는 저 하트 눈빛은 뭐람!
 
 베프 윤석이를 전복이가 독차지하자
 화가 난 자두는 실수로 돌하르방을 넘어뜨리고,
 먼 옛날 저주를 품고 봉인된 ‘보리’가 깨어난다.
 
 보리가 쏜 돌하르방 빔에 맞은 사람들은 돌이 되어 굳어 버리고,
 자두와 친구들은 모두를 원상태로 되돌릴 방법을 찾아 나서는데…
 
 제주도로 자! 떠나보자 두!
 명랑히어로 자두의 판타스틱 어드벤처!
 제주도의 운명이 걸린 초특급 비밀은 과연 무엇일까?",극장판 안녕 자두야 제주도의 비밀.jpg,2022.01.27,8.61,90분,"여민정(자두 목소리), 김영은(윤석 목소리), 정혜옥(민지 목소리)",손석우,대한민국,48
앰뷸런스,"액션, 범죄","인생 역전을 위해 완벽한 범죄를 설계한 형 '대니'와
 아내의 수술비를 마련해야만 하는 동생 '윌',
 함께 자랐지만 서로 다른 인생을 살아온 두 형제는
 각기 다른 목적을 위해 인생을 바꿀 위험한 계획에 뛰어들게 된다.
 
 그러나 한순간의 잘못된 선택으로 인해 모든 계획이 틀어지게 된 두 형제는
 구급대원 '캠'과 부상당한 경찰이 탑승한 앰뷸런스를 탈취해 LA 역사상 가장 위험한 질주를 하게 되는데....",앰뷸런스.jpg,2022.04.06,6.84,136분,"제이크 질렌할, 야히아 압둘 마틴 2세, 에이사 곤잘레스",마이클 베이,미국,49
로스트 시티,"액션, 코미디, 멜로/로맨스, 모험","전설의 트레저를 차지하기 위해 재벌 페어팩스(다니엘 래드클리프)는 유일한 단서를 알고 있는 베스트셀러 작가 로레타(산드라 블록)를 납치하게 된다. 어쩔 수 없는 비지니스 관계로 사라진 그녀를 찾아야만 하는 책 커버모델 앨런(채닝 테이텀)은 의문의 파트너(브래드 피트)와 함께 위험한 섬에서 그녀를 구하고 무사히 탈출해야만 하는데…
 
 적과 자연의 위험이 도사리는 일촉즉발 화산섬
 대환장 케미의 그들이 생존하여 섬을 탈출할 수 있을까?",로스트 시티.jpg,2022.04.20,6.12,111분,"산드라 블록, 채닝 테이텀, 다니엘 래드클리프","애덤 니, 아론 니",미국,50
서울괴담,공포,"어두운 터널을 홀로 지날 때의 두려움
 옆집에서 들려오는 의문의 소리
 중고 가구에 얽힌 미스터리
 다른 사람을 향한 그릇된 질투
 
 복수, 저주, 욕망에서 시작된 죽음보다 더한 공포의 실체가 찾아온다!",서울괴담.jpg,2022.04.27,4.18,123분,"김도윤, 봉재현, 서지수",홍원기,대한민국,51
블랙폰,"스릴러, 공포","사라진 아이들, 고장 난 전화기, 죽은 친구들과의 통화
 전화가 울리면 반드시 받을 것",블랙폰.jpg,2022.09.07,7.66,103분,"에단 호크, 메이슨 테임즈, 매들린 맥그로",스콧 데릭슨,미국,52
스마일,"미스터리, 공포","기괴한 미소를 지으며 자신의 눈 앞에서 목숨을 끊는 환자를 목격한 정신과 의사 ‘로즈’.
 그날 이후로 ‘로즈’의 일상에 설명할 수 없는 끔찍한 일들이 잇따라 발생한다.
 일상을 덮친 공포에 발버둥치던 ‘로즈’는 이전에도 자신과 같은 일을 겪은 사람들이 있었고
 그들 모두 끔찍한 죽음을 피할 수 없었다는 사실을 알게 된다.
 시시각각 다가오는 죽음에서 벗어나기 위해 사투를 벌이던 ‘로즈’는
 잊고 싶던 과거와 마주하게 되는데…
 
 “너도 곧 웃게 될 거야”",스마일.jpg,2022.10.06,7.61,115분,"소시 베이컨, 제시 어셔, 카일 갈너",파커 핀,미국,53
